# dimensionless [l(l+1)/2pi] C_l's for tensor mode
# for l=2 to 500, i.e. number of multipoles equal to 499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  363       2.940225929511e-13       1.395438648346e-15       7.337438035019e-15       8.917048187048e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  364       2.946176143507e-13       1.376323382919e-15       7.096338723119e-15       8.902810831691e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  365       2.950865321348e-13       1.358071725609e-15       6.849096431952e-15       8.890765389547e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  366       2.954296850251e-13       1.340683410925e-15       6.596194090029e-15       8.880824303675e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  367       2.956474523057e-13       1.324157887619e-15       6.338126311227e-15       8.872897423912e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  368       2.957402541718e-13       1.308494316048e-15       6.075399476327e-15       8.866891987527e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  369       2.957085520797e-13       1.293691565530e-15       5.808531814541e-15       8.862712599866e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  370       2.955528490956e-13       1.279748211704e-15       5.538053485055e-15       8.860261215007e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  371       2.952736902450e-13       1.266662533886e-15       5.264506658557e-15       8.859437116406e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  372       2.948716628624e-13       1.254432512424e-15       4.988445598775e-15       8.860136897552e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  373       2.943473969401e-13       1.243055826062e-15       4.710436744009e-15       8.862254442615e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  374       2.937015654775e-13       1.232529849292e-15       4.431058788668e-15       8.865680907094e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  375       2.929348848310e-13       1.222851649716e-15       4.150902764802e-15       8.870304698470e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  376       2.920481150625e-13       1.214017985398e-15       3.870572123637e-15       8.876011456858e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  377       2.910420602895e-13       1.206025302230e-15       3.590682817112e-15       8.882684035652e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  378       2.899175690336e-13       1.198869731280e-15       3.311863379408e-15       8.890202482179e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  379       2.886755345704e-13       1.192547086159e-15       3.034755008489e-15       8.898444018351e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  380       2.873168952788e-13       1.187052860372e-15       2.760011647631e-15       8.907283021308e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  381       2.858426349898e-13       1.182382224679e-15       2.488300066960e-15       8.916591004078e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  382       2.842537833363e-13       1.178530024451e-15       2.220299944982e-15       8.926236596219e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  383       2.825514161022e-13       1.175490777029e-15       1.956703950123e-15       8.936085524474e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  384       2.807366555716e-13       1.173258669081e-15       1.698217822261e-15       8.946000593420e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  385       2.788106708783e-13       1.171827553961e-15       1.445560454258e-15       8.955841666116e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  386       2.767746783553e-13       1.171190949064e-15       1.199463973498e-15       8.965465644759e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  387       2.746299418833e-13       1.171342033185e-15       9.606738234197e-16       8.974726451328e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  388       2.723780636612e-13       1.172271701108e-15       7.298233653452e-16       8.983496786702e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  389       2.700218677906e-13       1.173962652526e-15       5.070523464772e-16       8.991734344786e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  390       2.675645504279e-13       1.176395076830e-15       2.923743204202e-16       8.999418037199e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  391       2.650093929264e-13       1.179548571731e-15       8.580082003892e-17       9.006526436432e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  392       2.623597624162e-13       1.183402139082e-15      -1.126586607707e-16       9.013037773810e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  393       2.596191123853e-13       1.187934180688e-15      -3.029966853111e-16       9.018929937457e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  394       2.567909832590e-13       1.193122494116e-15      -4.852078923125e-16       9.024180470268e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  395       2.538790029804e-13       1.198944268515e-15      -6.592890141625e-16       9.028766567867e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  396       2.508868875905e-13       1.205376080423e-15      -8.252388951357e-16       9.032665076576e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  397       2.478184418089e-13       1.212393889581e-15      -9.830585096229e-16       9.035852491379e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  398       2.446775596131e-13       1.219973034749e-15      -1.132750980361e-15       9.038304953889e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  399       2.414682248195e-13       1.228088229518e-15      -1.274321596661e-15       9.039998250313e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  400       2.381945116632e-13       1.236713558119e-15      -1.407777832640e-15       9.040907809418e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  401       2.348605853784e-13       1.245822471243e-15      -1.533129365449e-15       9.041008700494e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  402       2.314707027785e-13       1.255387781849e-15      -1.650388093502e-15       9.040275631321e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  403       2.280292128363e-13       1.265381660979e-15      -1.759568154709e-15       9.038682946137e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  404       2.245405572642e-13       1.275775633571e-15      -1.860685944698e-15       9.036204623598e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  405       2.210092710944e-13       1.286540574269e-15      -1.953760135054e-15       9.032814274749e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  406       2.174399832594e-13       1.297646703244e-15      -2.038811691540e-15       9.028485140984e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  407       2.138374171716e-13       1.309063581997e-15      -2.115863892332e-15       9.023190092019e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  408       2.102063913040e-13       1.320760109180e-15      -2.184942346247e-15       9.016901623848e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  409       2.065518197703e-13       1.332704516406e-15      -2.246075010971e-15       9.009591856716e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  410       2.028787129051e-13       1.344864364059e-15      -2.299292211290e-15       9.001232533082e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  411       1.991921778438e-13       1.357206537115e-15      -2.344626657320e-15       8.991795015584e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  412       1.954974191034e-13       1.369697240946e-15      -2.382113462734e-15       8.981250285002e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  413       1.917997391621e-13       1.382301997140e-15      -2.411790162995e-15       8.969568938230e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  414       1.881045390401e-13       1.394985639311e-15      -2.433696733582e-15       8.956721186236e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  415       1.844173188790e-13       1.407712308913e-15      -2.447875608221e-15       8.942676852029e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  416       1.807436785230e-13       1.420445451050e-15      -2.454371697116e-15       8.927405368624e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  417       1.770893180982e-13       1.433147810296e-15      -2.453232405177e-15       8.910875777010e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  418       1.734600385935e-13       1.445781426499e-15      -2.444507650247e-15       8.893056724111e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  419       1.698617424402e-13       1.458307630604e-15      -2.428249881337e-15       8.873916460755e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  420       1.663004340928e-13       1.470687040456e-15      -2.404514096851e-15       8.853422839639e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  421       1.627822206088e-13       1.482879556621e-15      -2.373357862817e-15       8.831543313293e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  422       1.593133122288e-13       1.494844358195e-15      -2.334841331116e-15       8.808244932046e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  423       1.559000229573e-13       1.506539898620e-15      -2.289027257715e-15       8.783494341993e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  424       1.525487711423e-13       1.517923901492e-15      -2.235981020889e-15       8.757257782959e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  425       1.492660800557e-13       1.528953356381e-15      -2.175770639457e-15       8.729501086462e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  426       1.460585784737e-13       1.539584514637e-15      -2.108466791011e-15       8.700189673686e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  427       1.429318679814e-13       1.549779828182e-15      -2.034163144526e-15       8.669300074456e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  428       1.398870812637e-13       1.559529034403e-15      -1.953038082939e-15       8.636854919975e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  429       1.369242078621e-13       1.568828780370e-15      -1.865295116322e-15       8.602889136602e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  430       1.340432167076e-13       1.577675745043e-15      -1.771142788692e-15       8.567438537913e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  431       1.312440559563e-13       1.586066639652e-15      -1.670794709583e-15       8.530539830232e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  432       1.285266528259e-13       1.593998208060e-15      -1.564469585612e-15       8.492230618160e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  433       1.258909134316e-13       1.601467227139e-15      -1.452391252051e-15       8.452549410105e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  434       1.233367226220e-13       1.608470507143e-15      -1.334788704389e-15       8.411535623814e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  435       1.208639438156e-13       1.615004892079e-15      -1.211896129907e-15       8.369229591902e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  436       1.184724188364e-13       1.621067260076e-15      -1.083952939239e-15       8.325672567382e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  437       1.161619677505e-13       1.626654523763e-15      -9.512037979466e-16       8.280906729196e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  438       1.139323887017e-13       1.631763630633e-15      -8.138986580843e-16       8.234975187746e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  439       1.117834577478e-13       1.636391563422e-15      -6.722927897672e-16       8.187921990422e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  440       1.097149286968e-13       1.640535340479e-15      -5.266468127404e-16       8.139792127136e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  441       1.077265329427e-13       1.644192016135e-15      -3.772267279465e-16       8.090631535847e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  442       1.058179793017e-13       1.647358681078e-15      -2.243039490938e-16       8.040487108097e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  443       1.039889538486e-13       1.650032462724e-15      -6.815533422489e-17       7.989406694539e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  444       1.022391197523e-13       1.652210525590e-15       9.093678271551e-17       7.937439110465e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  445       1.005681171122e-13       1.653890071662e-15       2.526845603123e-16       7.884634141339e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  446       9.897556279441e-14       1.655068340772e-15       4.167946181118e-16       7.831042548328e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  447       9.746105026758e-14       1.655742610967e-15       5.829680050535e-16       7.776716073831e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  448       9.602414943908e-14       1.655910198882e-15       7.509001679021e-16       7.721707447006e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  449       9.466440649109e-14       1.655568460112e-15       9.202809196792e-16       7.666070389308e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  450       9.338134371669e-14       1.654714789581e-15       1.090794408095e-15       7.609859620012e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  451       9.217445935589e-14       1.653346621920e-15       1.262119083980e-15       7.553130861748e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  452       9.104322743176e-14       1.651461431832e-15       1.433927669717e-15       7.495940846028e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  453       8.998709758649e-14       1.649056734469e-15       1.605887127675e-15       7.438347318780e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  454       8.900549491750e-14       1.646130085803e-15       1.777658628635e-15       7.380409045873e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  455       8.809781981346e-14       1.642679082995e-15       1.948897520230e-15       7.322185818653e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  456       8.726344779044e-14       1.638701364769e-15       2.119253295369e-15       7.263738459471e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  457       8.650172932794e-14       1.634194611787e-15       2.288369560676e-15       7.205128827211e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  458       8.581198970500e-14       1.629156547015e-15       2.455884004915e-15       7.146419822825e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  459       8.519352883628e-14       1.623584936098e-15       2.621428367428e-15       7.087675394858e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  460       8.464562110813e-14       1.617477587733e-15       2.784628406561e-15       7.028960544983e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  461       8.416751521467e-14       1.610832354038e-15       2.945103868101e-15       6.970341333529e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  462       8.375843399389e-14       1.603647130928e-15       3.102468453705e-15       6.911884885012e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  463       8.341757426370e-14       1.595919858482e-15       3.256329789332e-15       6.853659393663e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  464       8.314410665804e-14       1.587648521319e-15       3.406289393675e-15       6.795734128964e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  465       8.293717546297e-14       1.578831148968e-15       3.551942646594e-15       6.738179441170e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  466       8.279574006855e-14       1.569468713656e-15       3.692945892378e-15       6.681057517866e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  467       8.271809421449e-14       1.559573922417e-15       3.829220117726e-15       6.624394324978e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  468       8.270233142268e-14       1.549162700021e-15       3.960753566202e-15       6.568206801232e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  469       8.274650177490e-14       1.538251318319e-15       4.087535183263e-15       6.512512028427e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  470       8.284861166159e-14       1.526856398214e-15       4.209554621717e-15       6.457327231865e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  471       8.300662353061e-14       1.514994911628e-15       4.326802247165e-15       6.402669780783e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  472       8.321845563596e-14       1.502684183476e-15       4.439269143461e-15       6.348557188784e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  473       8.348198178653e-14       1.489941893628e-15       4.546947118155e-15       6.295007114264e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  474       8.379503109484e-14       1.476786078888e-15       4.649828707949e-15       6.242037360846e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  475       8.415538772583e-14       1.463235134955e-15       4.747907184149e-15       6.189665877809e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  476       8.456079064555e-14       1.449307818399e-15       4.841176558110e-15       6.137910760515e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  477       8.500893336993e-14       1.435023248625e-15       4.929631586692e-15       6.086790250845e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  478       8.549746371352e-14       1.420400909851e-15       5.013267777709e-15       6.036322737626e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  479       8.602398353826e-14       1.405460653066e-15       5.092081395383e-15       5.986526757062e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  480       8.658604850218e-14       1.390222698010e-15       5.166069465790e-15       5.937420993161e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  481       8.718116780820e-14       1.374707635138e-15       5.235229782312e-15       5.889024278173e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  482       8.780680395283e-14       1.358936427591e-15       5.299560911093e-15       5.841355593013e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  483       8.846037247494e-14       1.342930413166e-15       5.359062196484e-15       5.794434067694e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  484       8.913924170451e-14       1.326711306287e-15       5.413733766498e-15       5.748278981757e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  485       8.984073251134e-14       1.310301199968e-15       5.463576538256e-15       5.702909764702e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  486       9.056211805385e-14       1.293722567793e-15       5.508592223444e-15       5.658345996419e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  487       9.130062352779e-14       1.276998265877e-15       5.548783333762e-15       5.614607407614e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  488       9.205342591499e-14       1.260151534839e-15       5.584153186371e-15       5.571713880246e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  489       9.281765373211e-14       1.243206001771e-15       5.614705909349e-15       5.529685447950e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  490       9.359038677940e-14       1.226185682210e-15       5.640446447141e-15       5.488542296473e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  491       9.436865588941e-14       1.209114982104e-15       5.661380566006e-15       5.448304764103e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  492       9.514944267577e-14       1.192018699782e-15       5.677514859475e-15       5.408993342096e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  493       9.592967928194e-14       1.174922027927e-15       5.688856753794e-15       5.370628675111e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  494       9.670624812992e-14       1.157850555541e-15       5.695414513381e-15       5.333231561636e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  495       9.747598166901e-14       1.140830269920e-15       5.697197246276e-15       5.296822954422e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  496       9.823566212458e-14       1.123887558616e-15       5.694214909588e-15       5.261423960912e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  497       9.898202124680e-14       1.107049211416e-15       5.686478314951e-15       5.227055843668e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  498       9.971174005936e-14       1.090342422304e-15       5.673999133971e-15       5.193740020808e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  499       1.004214486083e-13       1.073794791434e-15       5.656789903682e-15       5.161498066429e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  500       1.011077257106e-13       1.057434327098e-15       5.634864031989e-15       5.130351711044e-16       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
